8265 8269
5964 7596 1
805 6001 1
3932 5535 2
8166 8214 1
2603 5570 1
6834 8204 1
6723 6730 2
4733 7679 3
782 5920 1
5062 7630 2
8014 8094 2
5793 6723 2
2432 7636 2
6190 7448 2
189 2783 1
3223 3265 1
3000 5375 2
7283 7436 1
5958 7238 1
4087 6994 2
3968 4106 2
3882 7401 2
8194 8248 3
2943 6586 2
5208 5994 2
2011 5889 1
1318 6939 1
5991 7279 1
5584 5800 2
1571 5793 2
1302 5131 3
6854 6941 3
6879 7904 3
5623 5803 2
97 3499 3
1935 4792 2
5823 6624 1
812 6270 1
5338 7508 3
1559 3144 3
5095 5928 3
5628 6211 2
7873 8132 2
138 1265 1
2508 5360 3
5121 7568 1
2526 6879 3
749 8229 1
2792 6209 2
6412 6552 1
5612 7663 3
6350 7965 3
7174 7359 1
1949 2438 3
4901 6544 2
6808 7677 2
2725 5985 1
7433 8132 1
6766 7185 3
2471 7432 1
6813 7244 1
4843 5773 2
603 3962 3
3456 5672 1
267 1497 1
5061 8096 3
2549 5929 1
7185 8081 1
5702 7289 1
5327 5939 2
3417 7754 1
1102 7267 2
4184 7340 2
6352 8257 1
4951 7012 1
4020 5652 1
1977 4198 3
3899 4592 2
251 8096 3
5665 6814 3
5010 7615 2
4527 5143 2
5763 6591 3
7501 8216 2
1494 3906 2
581 7970 3
7174 7236 1
1042 7518 3
6555 7126 2
3946 4738 3
4988 5661 3
3794 3888 1
379 3149 2
6826 8131 3
5324 7667 1
5723 8073 1
5004 6513 1
4086 5149 2
3509 7420 2
3 4188 3
6220 7399 1
3615 6246 3
8247 8261 3
5461 8205 3
1040 3184 3
5468 6258 3
3455 4983 3
3187 4054 3
3624 6722 2
3433 6077 2
4901 7664 1
3461 4873 3
4856 6842 1
8053 8201 3
7168 8185 2
5636 7955 3
3919 5445 3
7314 7642 2
1284 2151 2
558 5403 1
4263 6648 3
5120 8248 2
5207 6369 1
2677 8144 1
8075 8176 3
6993 8106 1
6792 7199 3
653 7779 2
2133 4060 1
3304 7542 1
5467 7119 1
999 2438 1
1511 7347 2
4456 4668 3
3394 7451 3
3944 7715 1
7116 7854 2
7250 7307 3
7159 7512 3
1223 1481 3
95 6360 1
4638 7291 2
2059 4398 3
4726 7465 1
4542 6758 3
4852 8217 2
6260 7329 1
7493 8125 2
3810 8095 2
4951 7974 3
5863 6655 1
6637 8031 3
4756 6098 2
502 3533 1
2240 4301 2
5501 6421 2
3838 4774 2
6002 8000 2
5445 8164 1
3276 6769 2
6100 7365 2
5425 6371 2
5711 7355 1
4717 5634 3
4371 6386 2
5209 7410 2
6738 8013 1
5931 7241 3
6681 8045 1
6427 6994 1
1325 3730 1
7858 7875 2
4850 7019 3
1861 7684 3
101 1162 3
5634 7550 2
68 1926 1
4971 5410 3
3597 4378 2
7109 8213 2
6644 7775 2
398 2393 1
877 950 3
2232 4505 3
2499 6688 1
4322 7033 2
4390 7228 2
3560 6917 1
3556 4787 3
5541 6094 1
7982 8202 3
1796 3543 1
1378 3720 3
3947 5148 1
6822 8101 1
3772 6178 3
1359 2494 1
1015 1414 3
3507 4437 1
7243 7658 2
310 7745 2
5639 7510 3
446 2653 2
406 2977 3
7268 7659 1
7306 7448 3
1581 5383 2
2971 6462 1
1545 2623 3
3269 4727 2
2711 7152 1
2629 4599 1
4715 5275 1
3774 4127 1
7613 8147 3
6122 7859 2
6655 7211 3
1257 1559 1
8099 8108 3
600 7576 2
4208 8032 3
6814 6907 1
3048 5566 1
2453 7830 2
6741 7076 2
126 2559 3
45 7475 3
979 3658 1
6480 8047 1
398 3018 2
5359 7715 1
1111 3159 3
66 6337 3
2267 4013 1
7309 7657 2
455 7386 2
2164 4600 2
3464 8223 1
2449 3858 3
6790 7333 3
6562 7289 1
6289 6704 2
430 919 1
8206 8230 1
7385 8008 2
3004 3118 1
5913 7813 3
7949 8204 3
7563 7821 2
1288 8230 2
2498 2520 2
8261 8262 1
6758 7759 2
5089 5752 2
2569 6248 1
6238 7230 2
6908 7293 3
6093 8208 1
1585 4859 1
2534 8056 3
4803 6317 1
5964 6873 2
8110 8138 2
5600 5623 1
104 2386 1
7920 8166 2
5267 7588 2
4685 6634 1
3109 6919 1
5865 7620 3
572 6424 1
577 1746 1
2291 6970 3
678 5251 1
2258 5094 2
3356 7998 2
5450 7382 2
7605 7668 1
6189 7003 2
6839 7070 2
6146 6532 2
4677 7256 3
3311 7038 1
7121 7272 1
965 8128 2
2322 6943 3
1887 6371 1
1599 6981 2
5345 7762 2
1756 5328 3
3454 4758 1
4403 5854 2
6659 7372 2
6496 6828 3
548 6936 3
3296 5621 3
6456 8087 2
6582 7431 2
7452 7797 2
1812 6656 2
2711 6954 3
3708 3946 3
4942 7283 2
6411 7326 3
2491 4771 3
7660 7866 2
3397 5759 1
6916 7109 3
6488 7329 3
5187 7731 3
2665 4341 1
1111 2748 2
6231 7039 1
3081 4674 2
465 6943 1
7638 8188 2
5669 6336 1
4000 7071 1
7821 8237 1
8015 8027 1
5550 7809 3
1179 5674 1
3685 7121 1
7065 7192 3
1626 7204 3
4264 6842 1
3751 4416 1
3125 3544 3
290 7458 3
6355 6684 2
4514 4625 3
5841 6332 1
5345 5368 2
2289 5233 1
8232 8236 1
2977 7861 1
2860 6698 3
2945 5402 3
347 6762 3
103 2192 2
4297 6090 2
817 6683 3
989 1676 1
5929 6459 3
2942 6021 3
4506 8037 2
5468 6152 3
3430 7969 2
1519 4940 1
12 63 2
4903 5316 1
3887 5234 1
5749 7319 3
1118 3936 1
7240 7297 2
7160 8102 3
4027 4798 1
655 8094 3
2620 6605 1
5242 7159 1
1401 8162 3
1167 2393 1
804 4483 3
3121 6165 2
8180 8217 1
7018 8248 1
1681 3450 3
1047 2861 2
8135 8137 1
883 2587 1
5798 6122 3
3558 6906 3
6045 6355 3
1317 4576 1
6308 8124 3
8146 8229 1
7326 7785 2
1317 6333 1
6377 7007 1
2893 6777 1
1934 4196 1
998 2617 1
7435 7592 3
2186 3793 3
4660 5925 1
7658 7793 2
1712 4654 1
6039 6161 3
2236 4654 1
2335 3362 2
5842 6299 1
4843 5974 3
6781 7111 1
2595 5035 3
5395 7213 1
6385 6879 3
2765 6455 3
6373 7045 2
7608 8227 1
1406 6369 1
3136 5768 2
7813 8081 2
4810 8233 1
5985 7584 2
381 1925 3
297 8122 2
4909 6441 1
7419 7519 2
1472 1964 1
4082 5775 3
2181 3921 3
7455 7478 1
4849 5247 3
7230 7283 2
36 5753 2
5718 7535 3
5792 6741 3
483 1475 1
1352 6908 3
3021 5039 2
7844 7889 3
5172 6521 3
249 3657 3
6363 7945 2
6859 7570 3
990 7995 1
7576 7683 2
4080 4328 2
1555 4346 3
920 7969 1
7331 8199 1
1227 2025 2
3224 5578 3
6086 7738 2
7234 7592 3
1662 7541 3
3411 4219 3
3824 6759 2
6206 8165 3
5735 7442 2
111 4924 3
1766 7800 3
5068 6454 3
4358 7375 3
4516 5945 1
2354 7445 1
245 4766 3
7556 7645 1
3321 3874 1
3017 5720 3
757 3437 2
5853 6549 1
2521 4622 1
90 136 2
5493 6060 3
6641 6883 2
3943 5784 1
5671 5746 2
5474 7328 3
3040 7713 3
2261 4085 2
1457 4416 1
621 3441 2
6937 7254 3
7986 8037 3
7546 7671 1
6985 7881 2
4196 7485 1
1081 1648 1
7614 8205 3
5381 8260 2
5864 6023 1
261 1956 3
6954 7778 1
7363 7739 2
784 4909 2
723 6990 1
2889 7395 2
930 2393 3
2408 6813 2
1773 7714 3
2387 8143 1
2646 4313 3
5787 8192 1
2165 6921 3
2276 6212 2
3519 4485 3
7931 8013 1
7695 7869 2
2136 6574 1
2982 8162 3
1000 3680 3
6193 7733 2
6117 6892 3
4474 8160 2
2482 5132 3
1789 7229 2
1418 5510 3
5296 6649 3
6264 6417 2
1090 3824 2
5841 7715 1
351 4822 2
3542 3670 2
4951 6357 1
6345 8094 3
637 5391 3
5711 7179 1
429 573 2
6680 7603 2
1395 5362 3
1950 3233 2
7443 7802 1
2831 2880 3
871 3668 2
1617 7712 2
1641 7193 1
5543 6573 3
3066 4521 1
5342 6076 2
3389 6828 1
7965 8091 2
1265 5579 3
7896 8055 2
2678 7900 2
381 6870 2
2704 3568 3
4313 6442 1
511 2679 3
5934 7072 3
7007 8233 3
1016 5416 1
961 3684 3
1416 4330 1
3910 7668 1
3765 4065 3
6687 7971 1
2020 2294 1
6388 7294 3
42 7202 3
6222 8000 3
2035 8049 3
5381 8022 3
6663 8040 2
4285 7801 1
3898 6646 2
5717 6379 3
6513 6577 2
4091 7942 1
6543 6816 1
6677 7437 2
2972 6884 1
5384 6302 2
1393 2207 3
5197 5213 3
1884 7222 3
2956 4406 3
1671 4435 2
1023 7736 2
5715 7622 3
7584 7686 1
3532 5891 1
6901 7744 1
619 7911 1
7560 7648 3
8247 8252 2
6219 7432 3
1323 6466 3
7696 8158 1
5461 7115 2
7028 8011 1
1810 4692 3
691 7644 2
7456 7883 3
7564 8120 2
7640 7661 2
6660 6770 1
4408 4952 3
5135 5883 2
1874 2922 1
1080 7777 2
1938 4762 1
4425 7841 1
6734 6969 1
3475 5039 1
1884 5462 1
2187 6759 1
6998 7753 2
4410 7906 1
878 6889 2
1186 4743 2
5950 8029 2
6389 8023 1
7638 8208 1
5358 7159 2
1094 5377 1
7079 7682 2
7613 8066 2
337 3942 2
7645 8265 3
4866 7978 1
3075 3298 1
717 7205 2
1419 2682 2
7704 8207 1
3485 4568 3
8063 8068 1
7589 7886 3
733 6317 3
1340 5075 2
5722 7310 1
2274 5930 3
5211 7169 2
4370 7225 1
1076 4897 3
5972 6710 1
95 8139 3
667 4886 2
2346 5556 1
7681 8142 3
2187 2722 2
6006 7579 2
6754 7802 3
7251 7402 1
2054 3596 1
4131 6151 2
7366 8108 2
4320 6771 1
2949 7361 3
7146 7256 3
5685 6303 3
3739 6332 2
2068 4909 3
2222 5055 1
2818 6701 2
7492 7647 3
7680 8090 2
6989 7862 1
6086 7748 2
7228 7838 1
7699 8054 3
5264 5714 1
7365 7861 2
7635 7700 2
7463 8205 3
3673 4661 2
5898 5935 2
4650 5880 2
5960 7854 1
5833 7552 3
805 1557 2
7233 7898 3
7878 7914 1
2368 4140 1
7773 8254 3
8258 8264 1
1765 6816 3
8106 8144 1
3283 6578 3
3420 7306 3
7632 8048 1
4789 6812 3
3182 7573 3
5164 6075 2
3573 3807 3
7250 8091 1
5063 7547 3
5448 6780 2
2719 3504 2
1004 7274 2
323 4711 1
176 3571 2
4539 8167 3
4187 7652 1
74 745 2
6123 7220 2
4703 5283 2
5645 8248 3
2589 3759 3
1183 3884 2
8077 8216 3
5342 6938 3
5408 6736 2
7989 8146 2
4511 5515 2
2790 5081 3
3784 4819 3
6158 6747 2
6034 6318 2
4313 4512 3
5320 8063 1
761 2284 3
560 630 3
7615 8167 2
8204 8213 2
7405 7459 1
7563 8074 3
1446 2664 3
7761 8041 2
6988 7277 2
1248 4295 3
3381 4396 3
1770 6234 2
5049 5268 1
1904 7705 1
585 6007 2
1491 2744 3
6087 6612 1
5723 8121 2
6898 7103 3
6308 6388 1
3066 4111 3
4023 5605 3
6618 8061 2
932 3593 2
4196 6854 2
3510 8157 3
3395 8138 2
4310 6035 3
4042 7065 3
1880 6355 1
1239 4322 3
1037 7971 2
3123 7728 2
2059 8083 1
1610 6579 2
7069 7329 3
7316 7410 2
1715 5555 3
2807 5877 1
1280 4315 2
6058 7754 1
3757 7619 2
5826 7993 3
7098 7956 3
4126 7403 3
5312 8241 1
3010 6381 2
917 6333 2
4173 4598 3
2995 4655 1
5671 5906 3
6493 7273 3
6752 6787 3
5399 6458 1
6641 7041 3
599 4185 3
5302 6986 1
4259 4459 1
6069 6543 2
5868 6542 2
1066 8157 1
4732 6150 1
8221 8247 1
1304 6822 2
71 89 1
6442 7517 2
3879 7271 3
1515 4637 1
1754 4053 3
2001 8215 3
1842 6247 1
1025 1295 1
5112 7336 1
7474 8138 1
1505 6199 3
6141 7266 1
7367 8082 1
4190 8181 3
4788 7745 2
7639 7651 3
3508 5152 3
7633 8037 2
7535 7929 2
1367 5426 3
2069 3881 2
6390 7845 1
7783 8239 1
730 7021 1
508 5507 2
4160 6632 1
5055 5982 1
3549 7884 3
685 4594 2
7888 8092 2
1362 6826 1
80 4382 3
2692 7558 1
735 3536 2
8067 8259 2
6739 7191 3
1769 6025 3
6433 7556 2
8048 8161 2
3350 4335 3
1574 4248 3
5122 5404 1
2508 6260 1
6954 7974 1
1266 2262 1
7419 7826 1
626 4915 2
1616 5610 1
1097 3987 3
7362 7753 3
2445 8008 3
2201 6865 1
42 3124 2
5753 7459 2
7630 7948 1
1689 8133 2
6691 6906 1
5112 6218 2
6407 7784 1
2911 4936 2
6276 7810 3
318 7420 2
3152 6388 3
8002 8262 3
2419 2596 2
2268 3323 3
505 1483 2
516 517 1
7299 7581 2
2901 6399 1
2202 6778 3
2446 3398 2
657 863 2
7439 8048 1
5317 5579 1
6857 7706 2
4922 6500 3
3136 3165 1
637 5277 2
1846 8211 2
3260 3905 3
2169 5379 3
5994 6679 1
4430 5707 1
5605 7009 3
2937 6083 1
584 8143 3
3405 8102 3
8217 8238 1
4229 6435 2
552 5213 2
4812 7445 2
4574 5237 1
1340 4111 3
4636 7484 1
3975 6406 1
1182 2534 1
5035 6687 1
3430 5696 2
772 2828 2
5912 6518 1
140 513 1
5500 7769 2
2715 4135 2
6343 7748 3
5235 7413 3
6173 6748 2
1076 5772 3
7213 7261 1
3769 4079 2
7482 7860 1
2408 7258 3
4295 7766 3
5027 6601 2
1375 7249 2
5421 7608 1
2797 7662 1
853 2088 1
3069 4364 1
5765 6179 3
5666 7818 2
6875 7703 3
2263 2565 3
1174 1489 1
1128 8055 1
6146 7401 3
413 3212 2
4184 7043 2
7304 8130 1
7290 7799 1
8081 8223 2
8024 8100 2
5862 7222 3
4317 6019 1
2476 4567 3
2769 6082 1
7426 8066 1
3153 3503 2
1253 5879 1
7699 7917 2
5555 7916 1
332 6067 1
4658 7903 2
6739 8133 2
4664 6280 1
3668 7518 1
5931 6486 1
3079 3860 1
1562 5254 1
7144 7909 3
177 5295 1
5578 6329 1
6650 8243 2
3944 7633 3
446 984 3
7864 8012 1
6473 6523 2
5676 5775 2
6726 8177 3
7014 7745 1
6207 7546 1
7363 7846 1
6467 6678 2
4145 7659 2
6611 7574 3
5075 5492 1
2786 4715 1
6262 7243 3
2179 7744 1
718 6165 3
6349 6594 1
3551 5988 3
6347 7193 1
891 2576 2
3458 7846 2
374 3792 3
361 5613 1
6143 7486 2
7011 8160 3
7537 7542 3
4158 5163 3
5864 7539 2
3542 4812 3
4463 5867 3
6434 8180 2
5096 7790 1
4079 6207 3
6381 6498 3
8041 8249 3
5337 7874 1
4023 7667 2
2535 3454 1
230 644 2
3676 4639 2
6261 7617 2
416 7767 3
3307 7463 3
93 2073 1
531 3924 3
2072 7825 2
7919 8077 1
3482 6994 2
3529 6414 1
697 5447 3
8167 8249 1
7449 7998 2
4964 5195 1
2429 4605 3
7604 7778 1
7923 8101 1
5569 5837 2
7267 7641 2
808 7610 2
2057 3668 2
1846 6409 2
675 6783 3
7991 8047 3
3753 7773 1
3056 8087 3
7749 7864 2
2358 8187 3
6961 7592 2
2690 3335 3
5675 6801 1
1909 5701 3
736 5172 3
6032 8185 1
5619 8189 3
2907 6718 1
8215 8265 3
341 3541 2
5764 6685 1
6360 8238 3
7820 7947 3
7570 8182 1
5545 7367 3
7360 8177 1
7935 8190 3
2300 5160 2
6138 6619 3
1562 1658 2
3030 4212 1
2911 7018 3
4309 6067 3
5617 7831 2
3090 5053 2
7243 7959 3
5973 7513 2
4426 7883 2
2388 7007 1
1109 3209 3
5751 8139 1
4106 4184 2
2933 4501 3
2241 4671 1
2312 2953 3
3974 7612 1
7321 7664 3
1822 3074 3
68 2034 1
3882 6739 3
1166 1402 3
82 4119 2
3815 5435 1
1146 1621 3
3281 5998 1
6007 7531 3
5802 5806 1
7240 7640 2
4377 8256 3
4833 7621 1
473 3736 2
5431 7506 1
7695 7718 2
6225 8093 3
2447 5820 2
7411 7443 1
1594 5234 1
833 7629 2
8021 8212 2
5381 5608 3
583 2755 2
6668 8207 2
303 4485 2
2955 5409 3
5789 6344 1
784 4797 2
1069 2803 2
2092 2750 1
3938 5785 3
1016 2633 3
3260 7597 3
305 5252 1
3768 7542 1
5828 8140 1
7089 7159 1
5989 6383 2
518 3881 3
6259 8063 3
3801 7850 2
2855 6455 2
1595 4484 2
5300 6259 1
441 1072 2
4740 7783 3
7668 8226 1
1344 5318 1
4002 7085 2
3808 7722 3
8026 8057 2
876 2542 2
6181 6269 2
6030 7726 3
1606 3790 2
151 3271 3
5919 8136 2
7411 7754 2
213 3822 2
111 1426 3
4161 4631 2
2509 5420 2
1406 2420 1
1356 4571 1
5906 8094 2
7970 8052 2
5309 6303 1
2091 4411 3
5351 5501 1
2053 3130 1
2487 7433 2
6959 7895 3
4661 5747 2
5167 5461 3
2836 6824 3
938 3903 2
8209 8233 2
768 2349 3
608 6177 2
5271 6361 3
7495 7697 2
2047 6092 2
6510 7186 3
4902 5468 2
2269 7513 3
2962 6524 2
5889 7660 2
8114 8223 1
7568 7987 1
503 8260 2
3062 6975 2
2143 2808 3
6105 8108 3
5897 6774 2
2565 5483 3
5617 7584 3
1247 4406 3
3240 4291 1
7727 8242 3
7574 8107 1
7899 8246 1
7550 7635 2
3249 6982 3
1692 5653 2
2497 5132 3
7055 8240 3
3180 7114 2
1639 6326 2
4652 7769 3
3413 5993 2
5115 5964 3
5715 7328 1
377 7937 2
6593 7122 1
4543 4560 2
3222 6064 2
1665 3228 2
7641 8213 3
6830 7298 2
1279 1655 1
7603 7631 1
4350 7488 3
1880 2083 3
5491 6019 1
3416 7860 1
5957 7689 1
6769 7056 2
6002 6688 2
7224 7763 1
5987 7836 2
6440 7894 1
6584 7247 2
4587 6242 1
3752 7531 3
6379 7296 2
7222 7912 1
566 3014 2
5843 6943 1
3607 7391 1
3453 3575 2
6360 7232 3
4547 6631 1
8156 8211 1
7176 7263 1
2572 7603 2
7724 8203 1
4599 4814 2
4947 5053 3
4123 8154 3
5723 6008 2
5674 6627 2
5286 8185 3
3930 4999 1
4510 7771 3
4756 5634 2
4147 7393 2
6575 6755 1
6437 8029 2
7765 7975 2
125 8135 3
2853 3307 1
3295 5424 1
5437 6037 3
3018 3555 3
7703 8078 2
3737 7342 1
5926 7383 2
1756 5464 3
7320 7839 1
6134 8102 2
2654 3921 2
2446 4032 3
3645 6885 3
5563 6109 1
6862 7924 2
2688 3209 2
2075 2409 2
7355 8114 3
8179 8248 3
165 6522 2
7830 8020 2
6890 7550 2
7013 8100 1
7325 7658 3
937 5332 3
6650 8007 2
4139 4768 3
3582 3821 2
5482 6098 2
6749 7372 3
4725 7071 1
4542 5936 3
3641 7154 3
3809 6126 1
3155 3682 1
6536 7659 1
7549 7820 3
2025 6471 2
6413 6705 2
6404 6497 2
642 3130 2
7961 8010 1
6284 7652 1
2722 5392 3
7004 8068 3
5306 7182 2
6117 8230 2
5547 6792 2
2562 6941 1
1061 3968 1
2216 5638 1
6445 7098 1
244 7134 3
8083 8137 3
2987 4581 3
948 1543 1
41 1621 2
6559 7913 2
4188 4672 2
2266 6826 3
4444 6352 3
4549 5994 3
7261 8205 1
729 2621 1
6687 8194 3
4507 7362 2
1990 2291 3
947 8021 1
7848 8003 1
746 4103 1
4044 4207 2
625 6530 3
6195 7194 2
3102 7399 1
1931 5145 3
3052 3177 3
5652 7030 2
916 3659 1
7924 8174 1
7377 7639 1
4320 8248 2
3434 3470 2
4449 8162 2
2470 5866 3
4279 4658 1
3459 7176 1
5357 7996 1
6458 8023 1
5158 6759 1
4631 7777 1
5726 6624 2
1939 4337 1
7873 8074 3
538 7938 3
6546 6756 1
5410 6277 2
523 4412 2
2804 4640 1
4367 5206 1
642 3084 3
7370 7861 1
6077 6186 3
3421 5106 3
7295 7497 1
4475 6462 1
1169 2942 1
6884 7194 1
6030 7901 3
3052 4316 2
514 6133 2
6128 7633 1
6945 6979 2
4203 5882 3
3584 7959 3
1851 5454 2
5211 7582 3
2221 4765 1
7939 7954 2
7695 7855 2
1994 5170 2
2267 5600 2
1289 8215 2
8086 8163 3
4557 5676 3
6204 7788 1
511 4425 2
1909 2437 1
79 6876 3
4369 7415 1
7611 7772 2
3950 4121 1
4294 6447 1
4203 5638 3
180 2500 2
889 7400 3
4098 7917 1
204 1496 2
2694 3571 3
4103 6758 1
6460 7949 1
7433 7665 3
4048 6790 2
6734 8001 3
5192 6389 1
5740 5841 1
3936 4531 2
4417 5420 3
7546 7995 1
6927 7845 2
875 2494 1
1195 7646 3
6681 6843 2
755 6058 2
4403 4536 1
3103 3672 3
447 1827 1
8136 8227 2
5926 7050 1
1975 4856 2
1384 2882 1
7757 7949 1
3979 7771 3
7493 7784 1
3202 7891 1
1102 2585 3
7043 8253 1
6063 6817 3
2388 7084 3
7600 7912 3
7097 7868 1
3672 7079 2
967 5170 1
2393 4000 1
7471 7943 3
352 6152 1
3083 8227 2
5644 6589 3
116 6248 2
5109 7732 3
1010 1475 1
6284 6523 2
2783 3661 3
3909 7019 1
3215 6969 2
5799 6527 3
7350 7600 2
3630 7970 3
760 1162 2
7016 7633 3
8161 8200 1
576 7396 1
7186 8218 3
867 1864 2
3442 6377 3
6762 7386 2
7213 8194 1
3962 5837 2
860 2636 3
2331 7484 1
1710 7464 2
5664 6047 2
1127 2312 3
3104 4722 2
1485 2728 1
5025 6538 2
7014 7676 3
6656 7768 1
4241 5876 2
3523 3920 1
7828 8255 1
3727 8030 3
1425 6478 2
2381 2414 2
1546 1777 2
1662 2612 2
6571 7382 1
7131 7210 3
6135 6713 1
8251 8252 3
7305 7760 3
1953 7710 2
1634 7105 3
5770 6027 2
5625 7469 3
1024 4742 3
2150 3681 3
7136 8075 1
5906 7520 2
3957 4397 3
4931 7082 2
7064 7571 3
8032 8105 1
4387 6997 2
4411 5969 2
3772 5314 2
8198 8205 1
2543 5350 3
8145 8226 3
3606 4674 1
3475 3619 1
6039 8110 2
7716 7892 2
7740 8089 3
8018 8139 2
6142 6535 2
3796 3955 1
846 4648 3
4714 5546 2
37 4628 3
324 2603 1
3622 5034 2
877 4456 1
1705 6244 1
7484 7555 3
1846 6847 1
1158 2425 1
4864 5240 1
7194 8238 2
6097 7196 3
2687 6130 3
3839 4489 3
1054 5822 2
458 5911 3
302 5371 2
1436 1467 2
5630 7402 1
2346 7462 2
5014 8080 3
977 2589 2
6483 6828 3
4525 5137 1
2755 5939 3
5197 7935 2
1724 2715 2
3986 5415 1
5421 6351 1
1972 4091 2
861 7846 2
7188 8017 1
3069 7041 1
1028 6228 1
2849 7953 2
6806 7895 2
3756 5780 3
3445 8067 3
562 2353 1
4076 5839 1
7077 7295 1
4185 7975 3
2795 3736 3
4844 5830 2
1814 3339 1
6484 7086 2
2939 3362 2
3583 6792 2
5522 7630 1
2420 7217 1
3352 5369 2
6462 7612 1
5296 6216 3
1269 7716 1
7302 8063 1
1639 2292 2
7610 7840 1
1797 4462 3
2598 6212 1
4479 6832 2
5656 6119 1
7453 8022 3
4396 5820 2
7532 7638 2
2242 3007 2
1753 1967 2
1066 6919 1
2394 7427 2
460 5772 2
19 7017 2
3385 6494 2
13 2154 3
4718 5343 2
6168 7020 2
282 3255 1
7623 7950 1
5694 6054 2
6249 7132 2
3521 4950 3
7541 8167 3
2613 5043 1
7146 7211 2
6256 7725 1
5434 7716 2
2468 7115 3
3889 4771 2
1262 5821 1
7058 7166 1
97 1181 3
3508 7067 3
6224 6484 1
6090 6694 1
7384 8191 1
4415 5541 2
5261 7932 2
2604 3115 2
1215 3609 1
89 5015 2
7956 8131 2
3155 5457 2
5715 7444 1
6326 7341 3
3768 4807 3
4689 7219 2
5362 5483 3
3730 7836 2
6820 7647 2
634 2030 1
6447 7861 3
6322 7406 1
8005 8050 1
6114 6320 3
2625 3689 1
3762 7610 2
2242 7700 1
4286 7381 2
1391 3510 3
952 6546 3
3683 4235 1
3960 7160 1
7889 8188 3
527 6646 3
5425 5924 3
348 5542 1
5888 8185 1
3347 6398 1
2344 2472 3
3374 7928 2
6384 7817 2
1925 5953 3
3203 6643 1
1222 7949 1
7893 8089 1
5215 5589 3
6011 6751 1
4305 5237 1
6540 7639 3
7522 7962 2
817 6828 3
2363 3212 1
241 5550 3
3043 7841 3
1986 2393 2
1443 1534 2
6278 7350 2
3430 5033 2
6562 7002 3
286 2990 2
6473 7517 3
4219 5123 2
7658 8111 1
1576 5499 3
6926 7695 1
1814 7106 3
2371 3834 3
8227 8245 2
6038 7035 1
4729 5501 1
7837 7876 3
1760 6962 3
4137 5371 1
855 1777 1
3691 5327 1
568 8160 2
2572 5525 2
4434 5828 1
3219 7490 2
3016 3265 1
7546 8106 2
6078 7214 3
2735 5846 2
1986 4867 1
7710 7751 1
3103 5389 3
1798 5640 3
3903 4608 3
851 5191 1
7977 8161 3
4276 6266 2
3837 3940 3
5936 8247 1
927 8026 3
5163 5532 1
6358 7611 1
6141 6952 3
3834 6563 1
7029 8078 2
8043 8171 2
1135 6750 3
4021 5481 1
1378 2598 2
7028 7605 3
486 5157 2
1708 3932 2
3630 5933 2
3030 3113 3
2134 3981 2
3274 4995 1
5164 5505 2
916 4048 1
3498 3967 1
6890 7023 2
1366 6135 2
4774 7138 2
1237 4706 1
3787 8256 3
6608 7736 2
4123 5926 1
1998 8020 2
3574 3610 3
19 5989 3
4492 7788 1
3048 4106 3
7800 8232 1
5514 5627 2
4978 6611 1
7534 7913 3
3021 3863 1
1592 4339 2
4919 5055 3
4817 8099 3
2672 3792 2
5536 5580 3
6349 7134 3
652 6923 1
4059 7172 1
7947 8193 2
5748 7441 3
3995 4233 3
7492 7661 3
392 5012 3
6255 6781 1
4658 5485 3
3200 4137 2
2819 6721 1
7695 7943 2
6641 8132 2
6771 7485 3
4521 4702 3
1611 5549 3
111 6017 3
3592 4812 3
2967 6814 3
1372 5759 2
7719 7995 2
5803 7760 2
6398 7829 3
4605 5819 3
1620 5071 1
3233 3430 1
3189 3804 1
1461 7237 1
1218 1256 2
937 3310 3
1606 4972 1
684 4765 3
5195 6496 3
2398 6809 1
4570 6718 1
1576 5712 3
6605 6781 3
1583 2271 3
3905 5332 2
6217 8187 3
832 4198 2
2448 3050 2
3153 8025 3
2547 4063 3
2539 4231 3
3658 5857 3
3407 7198 3
6331 8126 2
1398 4995 1
7246 8023 2
424 7331 1
5019 5960 2
6771 6782 3
6756 7964 3
2666 5333 1
2815 7837 1
5773 6561 3
1709 5260 3
6899 7384 3
3861 6418 2
3668 8105 3
4511 6956 1
1726 4781 1
5654 6183 3
4458 6874 3
5282 5756 1
3748 6112 3
7456 7506 3
1923 7340 3
7437 7945 2
4865 5363 2
815 2955 1
1850 4511 1
3047 3495 1
4895 7595 2
1327 5764 2
7842 8256 2
4453 4753 2
5757 7522 2
2313 5932 3
120 1045 1
7114 7286 3
6820 7785 2
3398 5341 2
29 2062 1
4216 6059 1
6160 7307 1
1143 3781 3
4694 5138 1
3343 4894 1
8147 8155 2
3733 4628 3
5912 6132 3
7786 8235 3
3031 3862 1
5632 6338 3
28 6480 3
4661 5866 3
3126 3666 2
6047 7882 1
7580 7711 1
7128 7737 3
6021 7538 3
6415 7996 1
1339 6406 3
5854 7837 2
4126 7205 3
3289 3796 1
3062 7959 2
3452 3917 3
117 1029 3
3764 5342 3
566 5124 2
3069 7923 1
5818 7084 2
21 6102 2
3599 7552 3
7520 7761 2
87 4200 3
3654 6575 2
2058 2436 2
958 5014 3
3071 5828 2
2664 8044 2
3593 5252 1
4346 5126 1
3377 5782 3
7013 8174 2
3380 5119 1
6974 7051 1
7199 7410 1
3727 4037 1
808 7309 2
