88095 98148
77475 77894 2
86234 87590 2
29393 51805 1
16911 17528 1
22309 53922 3
62328 81094 3
15819 31521 3
75009 77449 3
21732 47089 3
9855 39381 1
6107 20495 2
85420 87644 1
30146 38953 1
39725 49799 1
60675 62404 3
69433 76366 3
74324 81648 2
32110 41719 2
73455 86303 2
7435 60289 1
57547 60394 2
43148 47217 2
34104 58160 3
51929 82702 2
41693 54297 1
59433 72826 2
69378 77464 1
69102 85577 2
39143 51342 2
1768 72203 1
35679 68904 2
87958 88021 2
26101 82439 2
36792 52571 3
80938 84766 3
61812 74786 2
86079 86138 3
21932 22753 3
86258 86484 2
16187 70925 2
16081 43701 2
1852 47842 3
19644 22607 1
64671 77329 3
5221 83387 3
61906 65064 2
44973 75126 2
41652 62073 1
56346 71172 3
10593 60625 2
57204 65848 1
53301 63904 1
24897 79371 3
29993 67830 2
85285 87776 3
71000 74451 2
34542 82189 3
8394 28745 1
76822 80245 3
47419 84292 1
59760 87726 2
19045 84541 3
4679 40610 2
72093 80673 3
2754 65194 1
83433 86569 2
48628 50298 3
36590 48496 3
80209 82535 1
76974 86794 3
67966 80798 1
19183 22183 1
778 30724 2
20104 61496 3
16998 81977 2
78517 79211 3
65817 75294 3
29756 68308 3
37898 61921 2
10723 37181 1
43639 45800 2
41272 85579 1
87322 88068 2
59247 63168 2
63317 63880 1
40075 82888 2
5863 31262 2
85030 87903 1
8334 16006 3
82607 84915 2
6623 34189 1
48645 68057 2
87003 87177 1
7378 60905 2
64082 74035 1
38861 81596 2
85996 86204 1
47285 73328 3
59904 79472 3
84419 86614 3
18080 26702 1
83036 86282 1
87620 87815 2
81783 84430 2
42259 64472 1
7884 61107 3
48910 61891 2
53110 61489 3
62328 67827 2
35488 49649 3
72556 79686 2
50959 70689 3
65272 68437 3
74745 79410 3
19051 66371 3
10913 77603 1
23411 51661 2
12935 35317 2
33606 81066 3
66582 73734 2
69742 86682 2
25393 62277 1
33864 66696 3
53727 71709 2
79700 82125 1
23501 69832 3
38159 39066 2
86465 87892 3
31133 79797 2
62664 73887 1
33435 57569 3
16158 78550 1
75226 85018 1
33262 35721 3
3127 70889 2
81057 84401 2
77515 83188 2
1248 22570 1
36058 69127 1
19403 76835 2
58034 71671 2
5517 43762 2
32867 47027 3
7037 72864 3
59506 86735 3
68749 76094 2
36747 50060 3
48500 64146 1
38368 47435 3
67455 83743 1
67659 84026 1
78932 78988 1
59714 65488 2
37008 82727 1
8734 79479 3
39202 60243 2
45755 52698 3
15246 49203 2
10556 83888 1
55447 69692 2
37012 45594 1
57395 67635 3
40943 47709 2
20889 32073 2
30832 67289 3
60443 72170 2
448 16352 3
19771 60014 3
86050 86543 2
85148 86368 1
3783 18193 2
85887 86613 3
7182 82259 1
48203 74175 3
7261 47386 1
88005 88089 2
25770 43342 3
71973 86190 3
33895 67686 2
26587 83123 3
31461 76489 3
46555 66362 2
46939 59591 3
83358 84314 1
82749 86190 2
83500 87883 2
63865 75198 1
5823 35846 1
7436 64064 1
86994 87903 2
33702 38741 1
19575 29490 2
62105 66728 3
6618 34787 2
84722 85875 2
61272 69030 3
80327 85565 2
55959 69903 3
68223 80052 1
24283 50875 1
12964 68881 1
4675 23725 3
65590 69189 3
43164 64192 1
9060 10209 2
45150 76010 1
62958 64989 3
60687 82526 3
20718 49681 2
71068 71563 2
56055 60947 2
19242 72226 2
60462 75150 3
5791 64804 1
63486 83955 1
76443 77779 1
6585 46325 3
22722 79811 2
49707 71155 2
34541 43210 2
27734 66289 2
84447 86716 1
34878 48995 2
48567 66487 2
18805 74876 1
46023 70829 3
61864 76907 2
24545 66567 3
31041 33201 2
77661 86530 1
26349 87286 2
30111 78656 1
50428 82490 1
28457 68068 3
18624 80630 1
27574 61798 3
11848 52630 2
47062 66979 3
16592 78908 1
7594 67858 1
14439 47753 3
19383 72544 2
79314 87443 3
4202 39120 3
62858 77447 1
38368 53616 1
21087 33834 2
61533 64033 1
76586 77252 2
43226 63143 1
33627 44842 3
65751 68928 3
45949 61524 1
55035 71493 1
79522 79986 1
71563 71866 1
71416 74595 3
72507 82663 3
43292 58859 1
2296 15114 3
19524 64960 1
75892 78309 2
31369 57814 2
87179 88030 2
34362 60893 2
73212 75317 2
64523 76751 1
4286 83061 3
79442 87490 3
51001 51861 1
17000 29754 2
76750 79737 2
85731 86246 2
49921 50917 1
58154 85289 2
64454 67005 2
86584 87943 2
59361 73171 2
28302 51960 2
31673 77361 2
60818 82974 2
60800 78651 3
14778 44297 2
79274 79347 1
64694 67549 1
33253 41348 3
30906 84514 2
40983 52717 3
27074 70685 1
42572 55092 3
51214 63452 3
4105 34174 1
13870 17698 1
25608 62698 1
16622 50187 3
18972 67404 1
43427 77613 2
31109 79716 1
68745 74542 1
11862 69914 3
50005 57678 2
83545 83996 2
17381 50088 3
27762 87462 3
84155 86392 3
75021 75308 2
17354 21727 3
65840 74423 2
79119 80003 3
42693 66477 2
15915 58000 3
10592 40412 2
48702 70780 2
42573 65824 1
29953 57758 3
10268 63234 3
7880 70205 2
15103 56364 1
27309 82435 3
8510 9264 1
1377 70914 1
46245 51792 2
74574 85812 2
12340 75900 3
27677 53597 2
12183 81598 1
14565 61960 2
40964 61108 1
73431 78006 2
22261 61567 2
25649 47193 3
58895 81743 2
37478 56780 2
32389 70073 3
83545 87622 3
42439 57846 1
444 18394 2
6045 29952 1
51959 56019 3
2030 58439 3
14393 18516 1
8897 54451 2
49301 54900 3
1668 70524 1
41266 48193 3
36286 59753 3
9784 63355 3
49921 69674 2
85848 87802 1
30266 47067 2
77169 82114 3
86802 88051 2
78376 80168 3
24416 43358 2
40239 85040 1
52787 74155 2
51138 67370 2
82265 83235 2
33375 39242 3
65812 75968 1
84889 86035 1
50985 79431 2
59561 61489 3
36126 55184 3
9167 27468 2
42040 86030 1
53340 85833 3
51433 83786 2
1039 51478 2
13620 62413 1
79726 85179 2
81702 82810 2
62708 82336 3
16419 22462 1
3967 23319 2
42496 48072 3
72553 78617 1
34334 86136 1
62845 72631 3
49207 78066 2
53685 56273 3
25736 79495 1
42399 57599 2
3665 5836 3
62177 85370 2
4670 53797 2
68100 77848 2
27894 83051 3
62832 74706 3
25187 34823 2
27081 81567 2
27166 79782 2
295 81657 3
51571 72488 3
16989 76103 2
70185 83030 3
56435 77862 1
6701 32376 1
32820 54515 3
29542 83402 3
22519 84166 2
80584 86180 1
17366 61696 2
44964 87335 1
34872 44640 2
82086 86362 2
66575 73582 1
50602 74887 1
56036 83003 3
38899 56503 3
35819 40700 3
25656 57119 2
19821 48397 3
36291 67310 2
47790 77321 1
39111 80668 3
71454 87791 3
1986 68427 2
85486 86242 3
20398 83657 3
63534 80808 2
59652 66654 2
34644 81757 1
28397 32394 3
42561 80229 3
37829 59510 3
48501 55707 3
28063 64555 1
54324 60057 3
3291 50624 1
69803 76291 2
44569 71302 1
61313 61808 2
77196 79127 3
28170 39511 1
31814 75426 2
43315 75042 3
23614 32956 1
47951 81877 2
62443 80107 3
43198 68444 3
21199 87896 2
28419 55886 1
26621 81038 3
72260 85653 2
38648 47246 2
44725 77583 3
36324 53290 1
13899 38768 1
9341 86265 3
38484 79769 1
58555 68810 2
81932 82270 1
25869 27875 2
83563 87349 1
29292 87078 3
20478 61361 1
21524 60822 3
67171 84121 1
77989 86006 1
78332 78379 1
61869 62315 2
73240 85373 1
74264 87477 1
65451 80267 2
25080 76419 2
12434 47139 1
429 11485 1
29642 56263 2
57678 64789 2
85621 86385 1
48195 71433 1
54282 80305 3
23885 39206 2
30683 37171 3
9169 60317 3
43820 72521 3
59997 80029 3
69227 81501 2
44898 77373 1
55198 56701 3
737 23905 2
57826 64930 2
11627 26842 2
9438 16294 2
75183 85892 3
8704 17864 2
29553 40159 1
53025 53033 2
73315 78398 1
52292 72235 2
82187 85639 2
14970 85565 1
44782 45307 1
34828 80134 2
33693 50814 2
1359 65292 3
4582 48149 2
52571 55785 1
69301 85235 3
60355 87532 3
11768 80545 3
5265 57251 2
75881 81553 3
59510 70411 2
58918 84213 1
35970 39402 2
69050 78771 3
1094 74141 3
68697 74300 1
55251 83631 1
21256 31441 2
1998 4070 3
8389 10981 2
78800 85969 1
68963 69485 2
33829 39863 3
47089 61553 2
23138 29906 3
56228 65244 2
60707 65791 2
25596 57707 3
44296 73489 1
21684 76650 3
47133 51600 1
40030 57088 2
25085 75152 1
63662 74786 3
50726 60769 3
19082 82874 2
47043 50357 1
33360 59064 1
14121 42575 3
47689 60399 3
375 63808 1
30252 57460 1
68423 70289 3
74507 75641 1
13732 78626 2
71778 83540 1
65208 80088 3
25267 49515 1
5065 39436 1
49530 54360 2
49564 63250 1
77003 86958 3
28539 53695 3
17815 33940 3
3571 9351 2
33564 80986 2
62503 73699 1
5898 62552 2
75696 82638 1
29541 44374 1
50417 67477 3
5530 49261 1
14871 76767 2
63448 87687 1
31533 47301 2
52889 82965 2
1189 41391 3
87479 87816 2
24062 79254 3
47362 76582 2
15582 17940 3
1367 83166 3
40264 41395 1
69347 87270 3
17758 31659 2
17805 25051 3
23793 26664 2
69955 81310 1
73611 88023 3
68338 75637 2
31221 75799 2
62928 85159 3
31723 86718 3
81542 81782 3
62252 75579 1
85677 85920 2
42899 85011 3
30995 59826 3
56325 60643 1
81749 87785 2
26326 76196 2
36266 57341 1
80370 82977 3
83019 86038 3
16464 80834 1
47278 59701 2
56165 63573 2
9604 81938 3
48351 55777 2
2783 86495 3
83090 87757 2
66424 80935 2
73501 82961 3
47083 47933 3
23261 53371 2
22225 59977 1
4051 73589 2
51745 55759 3
82584 87964 3
59235 88034 3
48552 74366 1
84203 87022 1
19590 21639 1
27721 72880 2
60889 77845 2
28248 33003 1
55883 80562 1
50792 86831 2
55782 67346 1
38075 54981 2
53693 61111 1
2351 39993 3
16434 51684 1
33370 70683 2
80441 80743 1
3704 79126 2
77051 79878 3
37296 41240 2
26080 27144 1
45759 50269 1
14699 27158 3
14421 30859 3
6795 20759 1
83814 88092 2
77677 82469 2
37227 61981 2
33455 37559 3
4760 48068 1
61954 69925 3
22118 66857 2
72329 81474 1
70142 81560 1
49760 53162 2
55392 78326 1
65118 85549 3
45297 71183 2
13164 78450 1
33915 69774 2
60770 76876 1
80708 84768 2
17792 20531 2
14132 30722 2
11664 28349 2
20019 82668 3
62773 66088 3
65569 65585 1
33318 50365 2
22590 83823 2
36612 55021 2
84059 86254 1
13127 33356 1
68771 72805 2
12451 24343 2
32758 55388 1
45624 58243 1
16059 50034 1
18346 24799 1
49307 66761 3
16389 49005 1
60709 65806 1
43925 79343 1
58038 71763 3
3490 37465 1
13764 56028 2
86189 87457 2
68786 86746 1
46784 51570 3
8925 39866 2
18765 57529 1
23330 58868 2
54868 81444 3
80786 82630 3
47490 84948 1
86556 87985 2
31914 65706 1
70538 81600 3
12903 48482 1
8791 63194 3
325 14507 3
62305 77881 1
25363 78622 1
879 13583 1
34263 38376 3
17212 23009 3
40849 67145 1
70980 72812 2
57042 85954 3
87390 87488 2
23394 79845 2
60765 86376 3
45044 79340 2
61413 70822 1
35474 81533 3
50821 73446 2
37818 50760 1
64918 80439 3
31607 66265 3
25314 73396 2
17043 36393 1
27111 73470 2
25536 32556 3
60849 87876 2
8989 41731 1
3731 42542 3
74837 80094 2
10319 76342 2
87316 87661 1
1315 80384 1
51014 51310 1
63896 70582 3
57338 84641 3
72784 87624 3
46612 71568 1
18697 70163 3
59963 72318 3
69716 74263 3
43789 47162 2
54267 54955 2
76830 80888 1
5405 69953 2
3031 76187 2
53237 84364 3
7535 44639 3
84769 85961 1
62568 75429 2
40827 58601 3
29288 85260 1
14700 32270 2
4907 8653 2
85742 86242 2
25496 81740 2
31878 44736 3
11917 39026 2
87579 88074 1
53280 70237 2
28985 50916 2
72272 78256 1
42676 46660 1
18661 34493 2
68783 82018 1
47746 57753 1
80906 82803 1
52046 72577 3
83716 84629 2
36384 41558 2
4927 69408 2
87003 87536 3
67070 79090 2
33726 87154 1
12791 77987 3
46570 61267 1
34606 52495 1
80751 87598 1
34488 68347 1
49550 80427 2
70676 82534 1
49547 77263 3
26759 66066 1
25499 85119 3
68556 77876 2
746 61532 2
14764 30639 3
35257 54731 2
87156 87823 2
19458 68679 3
59984 78148 2
54849 61690 2
85717 87133 3
81612 83712 3
76692 78823 1
78043 79046 1
70763 84524 3
71987 86703 2
8059 26330 1
39275 65062 2
82218 85766 2
16591 22546 3
52216 83679 2
25698 43874 2
62961 67023 2
42607 75381 2
60251 85563 3
33130 53347 3
76847 77255 2
40222 50457 3
17107 32260 1
14592 78048 2
25786 74834 1
48497 52616 1
5587 9812 2
78163 84507 1
57993 69257 2
3281 43552 1
4683 83598 3
39123 68231 1
18447 56842 3
26233 37844 3
49403 84109 1
84690 86840 3
79205 85456 3
72673 83353 3
57206 66471 1
39636 71118 2
65925 67104 1
58493 62986 3
8670 15581 3
84030 86171 1
49634 53799 1
58343 65376 1
32702 86482 3
10795 42795 2
47460 67782 2
62709 78168 2
52184 54051 1
62649 81811 2
8420 42968 3
86905 87801 2
44553 79411 1
85131 85980 3
63134 70096 3
86089 86426 2
68609 75631 3
31234 58456 1
4543 61909 1
46884 84078 2
29770 49366 2
26487 63183 3
84578 85063 2
74970 86682 3
59530 69103 2
72978 76742 3
19334 64483 1
56414 66204 1
64796 65446 1
66902 76938 1
48367 66321 3
20299 57938 1
10014 30058 3
11593 76379 1
82878 85947 1
47952 50417 3
48276 82424 3
85187 85281 1
14446 66522 2
4319 27491 3
62597 78671 3
52852 75198 3
34777 45954 2
59757 87871 1
71014 76300 1
56377 69504 2
46443 78869 3
77503 81382 3
7345 65675 1
39212 74297 3
44910 85406 2
5635 56575 2
24086 32525 3
40147 87530 2
58983 62722 2
17688 50957 3
84060 87352 1
31026 65750 2
70792 87548 1
46683 65785 3
59828 73783 1
14746 30446 2
53006 72282 1
28920 45262 1
62151 64284 3
17114 55600 1
63362 83040 1
78264 80549 2
74786 76265 2
41514 46126 1
15063 83767 1
60896 66597 2
43654 51822 1
6477 40779 3
1431 17691 1
35716 83220 2
53972 73472 2
10411 53596 1
83206 84610 3
69823 87415 3
69713 75918 3
35020 54097 2
37675 53199 2
50813 74848 3
47407 64857 1
81110 86528 2
36069 59572 2
25592 53439 3
50209 77260 2
74501 81566 3
63563 78330 2
86511 87786 2
16300 46996 1
55007 73590 2
30029 86492 3
64162 86832 3
24242 47191 2
5848 12698 1
54050 60106 2
10642 86138 2
24546 83081 3
3123 69814 1
81916 82378 1
25703 68320 1
10317 17923 2
14635 63683 2
25569 81704 2
39855 54926 2
51212 60181 2
44467 87418 3
7545 56018 2
17668 30512 2
31705 82391 3
35593 45595 2
28996 54852 3
6664 55251 2
15275 54693 1
57446 73400 2
54040 67968 2
33282 49861 1
44915 80907 2
81930 82552 2
72213 82150 3
29719 30062 1
52344 64381 3
33483 75700 1
79106 84830 1
66691 80340 2
79136 87396 2
2494 66051 2
17461 80657 1
7497 39742 2
51561 62505 2
14740 21513 3
82431 85511 3
36840 41886 1
78394 86847 2
45428 73902 2
8974 52575 2
41526 86803 1
73314 76451 1
43265 72047 1
73378 86965 1
52465 73388 2
60615 87795 2
458 61971 3
38948 66054 1
83654 87600 1
68500 86667 1
87052 87750 2
49140 73252 3
23635 40996 3
32255 71161 1
22144 70244 1
34101 54747 2
62354 74170 2
81826 86629 1
15686 19206 3
25413 84576 3
25105 43982 2
72623 78270 1
20477 70876 2
50667 71615 1
78946 81232 1
23960 71672 3
22009 41194 2
62857 74904 2
83261 85611 2
25365 48342 1
41857 73245 3
45576 81065 3
72731 85942 3
40759 76921 2
85714 86107 2
77372 79684 2
83078 87838 2
5569 31404 2
3717 22585 3
67676 69276 2
78267 79086 2
84008 87916 3
28788 72960 2
83993 85294 1
7349 35492 1
7337 77292 3
76079 82848 3
6978 35861 2
7229 62813 3
31399 67212 3
77453 78071 1
30527 51277 3
4881 73005 2
52130 74346 1
45213 56307 1
84776 87190 1
76247 82286 2
39668 57939 1
49761 80282 1
62817 83992 1
65406 72748 3
16455 32678 1
28362 57934 2
55781 57867 3
77012 84015 1
13803 71746 2
81704 81857 2
7983 85413 3
42295 87690 2
36592 78945 1
16547 18866 2
68765 71273 3
51701 85085 1
37160 37217 3
56269 79279 2
12623 53528 2
52568 52627 3
69105 79931 2
12670 35587 3
18997 68115 2
82713 87017 2
10145 69138 2
21132 43802 1
65254 86348 3
25605 70296 3
17218 79399 3
64722 69345 3
54836 73514 3
34666 51113 2
34793 58329 2
64644 83784 3
11635 13893 1
54501 63356 3
56710 62371 2
26733 48015 2
47123 59908 3
21456 73702 1
74893 81732 3
77480 78786 2
69804 81656 2
41717 65935 2
34848 75037 1
45522 67658 3
61652 65498 3
28122 36332 1
58311 67308 2
6295 84120 1
59663 66017 2
52828 86463 3
14639 20065 1
26126 84172 1
71753 74040 1
67944 80806 1
25788 49173 2
31865 85536 2
39481 69570 1
86332 87556 2
63536 71026 1
13657 18814 3
64725 79351 3
14163 81889 3
15493 44162 3
30551 51179 3
33274 51549 3
39319 70291 2
42235 68749 3
61430 76214 3
22940 56322 2
76027 86469 2
2731 60802 1
9367 65616 1
67842 78771 3
27370 33174 2
36004 48074 1
81886 85046 2
4880 86306 2
67018 85527 3
6442 65411 1
21008 76471 1
18388 57726 1
66732 84682 2
6833 57488 1
61907 84209 3
15388 61053 2
73453 74512 3
13583 84262 3
61572 69650 2
61766 71029 1
83984 86799 2
69641 72664 3
65315 77077 1
72492 79907 3
2073 46338 3
65227 72390 3
55666 85455 2
84204 86701 2
80995 81497 1
82136 83540 1
12849 31245 1
71106 76747 1
75033 82032 1
84308 85935 2
12641 12956 1
43382 54498 1
66862 74563 3
11852 36778 2
8112 84358 1
19737 20182 1
17783 42645 2
73726 80479 1
13035 26720 2
60965 84887 2
55760 59362 1
65460 87763 1
37396 44163 3
81672 84749 2
53042 70297 3
64747 75535 2
42003 58544 2
39456 48510 2
2316 35590 3
63493 78674 1
46303 66145 3
88057 88059 2
51850 70873 2
16514 27646 3
3478 24119 2
5358 52688 3
18830 79711 1
59066 67734 2
40365 63937 1
15422 33972 3
10857 14709 3
38131 73574 1
70218 76319 3
47514 80187 2
14583 28535 2
58029 78173 1
25628 47571 3
7317 11911 3
66608 86274 2
67654 68391 2
62344 69585 1
72754 82136 3
23087 47700 2
60033 60470 3
70634 81472 3
70304 75880 1
87981 88071 1
25225 30526 1
20610 24047 2
58667 65540 2
50020 64792 2
70255 72091 1
70004 84779 2
71181 84822 2
19838 26025 3
83756 86364 3
69816 76725 1
82108 85318 3
17325 18860 3
73070 76908 3
12860 67839 2
41454 44148 1
37347 78365 1
64236 67812 3
12777 73824 2
55832 56981 1
66051 85689 1
63314 67606 1
34376 38647 3
36489 40880 2
37298 49331 3
56902 69759 2
42642 61077 1
75390 80268 3
24586 76087 3
66804 72619 3
37502 40650 3
26383 36265 2
69525 86367 2
46163 54867 2
27825 52390 1
30204 39876 3
23448 47141 1
77036 80705 1
65089 77370 3
55377 87207 2
4472 15222 3
12311 39103 2
3451 4259 3
36899 64258 2
56771 64160 3
80208 84199 3
37152 60815 2
55111 67520 1
80075 85221 3
83764 84902 3
34260 37089 2
77038 80084 1
2666 73686 1
16422 71497 2
27108 55536 1
4150 30665 3
75882 82407 1
56522 74092 3
60492 72838 1
39224 62623 1
43589 85125 2
46331 49795 2
59057 64436 2
64623 65846 2
57125 87928 2
2552 70468 3
22722 27647 1
76576 80667 2
48340 51971 2
30056 50009 2
56136 88060 3
71294 71359 3
39081 48394 1
33333 47041 1
47504 75419 2
18946 66327 2
71374 80899 3
40930 54064 1
1207 34591 3
40475 62535 2
54288 59422 2
53358 75870 1
3401 35079 3
51691 79256 2
37584 70035 1
288 34406 1
6326 9662 2
61612 64171 1
45835 85803 2
35238 72868 2
20582 34276 1
73037 77309 2
39431 43016 2
4841 77011 2
12578 43209 3
66525 85919 3
48051 84659 3
25235 81296 3
20486 67793 3
60463 71566 2
32995 83013 3
6250 53526 1
24450 52305 2
51880 86902 3
79781 80885 2
57863 60759 1
60996 80577 2
28764 72528 3
65598 65972 2
71208 87577 1
18811 71340 3
37802 42988 2
51614 78829 1
43643 70732 3
67224 83645 3
9135 39973 3
83940 87540 3
1311 10717 1
58845 83249 3
20542 44396 3
46710 85468 1
47931 59969 3
62585 71886 2
5357 59170 2
27419 27806 3
67326 76553 1
53953 62670 2
15772 61733 2
63869 87080 3
20591 40264 1
71230 79428 2
80903 81053 1
4250 35666 2
56926 75538 2
16217 61428 3
57583 60051 2
24540 43260 1
56312 56403 1
19716 27435 3
68593 88080 3
23989 61635 3
11503 65986 3
23557 53495 2
32401 83113 1
22013 72430 1
13148 61262 3
1094 25273 3
43352 78055 2
82002 84274 1
71060 84311 3
66863 74478 1
3046 4444 2
6502 7047 2
45044 62533 3
80644 85187 1
82747 85340 1
63707 65438 2
48457 49967 1
12167 25613 3
37332 58433 2
50292 53473 2
27863 40631 3
62967 77614 1
41734 76487 2
74832 80996 3
6771 51078 1
17716 73737 2
67067 72966 3
2738 55039 3
2528 87997 1
72058 75064 1
65198 71553 1
59532 62921 3
35190 48419 1
977 29890 3
54444 74701 1
25781 41325 1
54882 64424 3
24357 72275 2
39494 51100 1
71113 78563 2
84914 86779 3
8378 26723 2
3679 36531 3
76351 83430 3
21032 22582 1
56140 80982 1
64236 70021 2
27721 65926 3
34350 59628 3
83063 88081 1
85488 87524 3
52954 66035 1
25039 71897 3
42 41949 2
3694 64179 3
7853 85630 3
77868 84294 3
29420 44228 1
51715 61494 1
64903 77126 2
12027 62907 3
4127 5778 3
36806 83151 2
22275 46914 3
17060 62510 1
64314 65933 3
66110 73668 1
52622 72193 1
45196 58845 3
72672 74471 2
46276 51585 3
8982 45179 1
75807 77294 2
27528 70428 1
85991 87694 3
38202 65729 1
21046 78341 3
5192 63127 3
25103 53048 3
87455 87696 1
6940 42047 1
7550 52545 3
59185 61835 3
57511 62353 3
68832 80162 3
44754 71884 1
13764 53568 1
52559 79056 3
50188 51290 3
468 53285 3
41133 41520 2
10435 25288 1
35435 56833 3
78506 86674 2
37198 85724 1
9717 78745 2
32536 36187 2
21735 76798 3
6328 26917 1
83114 83153 1
51614 59635 1
131 63672 3
42494 52974 1
30693 43672 1
74319 78654 2
12704 82719 2
6451 68955 3
69795 73416 1
78466 81840 3
80986 85079 2
28324 41343 1
78164 79253 1
67439 86522 2
42083 61363 1
48194 70643 1
85175 85896 2
7289 77665 2
75414 83984 3
59023 62570 3
55838 84927 3
6089 25093 1
83842 86562 3
60922 79844 3
57352 60124 3
45494 66894 2
32810 65728 2
81442 83842 2
74851 77115 2
46699 68995 1
23541 79475 1
74362 83786 1
37300 42965 2
46677 68549 2
72552 75293 2
7592 78426 3
2355 36107 1
68358 73221 3
36976 81639 1
71147 77504 2
19613 41064 1
5781 45507 2
34348 57154 2
15646 50352 3
79286 86286 3
45008 64067 3
49265 74417 2
19489 49730 3
73354 75461 2
63640 72277 2
5834 23993 1
59099 87123 3
24297 72251 2
85996 86456 1
50180 67859 3
22605 33433 1
86882 87281 3
59965 84035 2
38084 63096 2
19442 52250 1
12738 49000 1
22350 74320 1
34572 75627 1
23069 59747 1
26603 87518 1
85084 86031 2
59841 78111 2
60627 72774 3
45286 53048 3
13378 67172 3
5138 22651 2
24601 49595 3
55608 55979 2
8532 50392 1
73186 81260 1
86630 86840 3
33315 82683 1
68332 73308 1
83855 88082 2
4120 18285 3
31764 45316 1
18856 33512 3
19142 43560 3
22157 77339 1
25405 77747 3
14371 53856 2
31633 36593 2
2990 58773 2
60813 81830 3
87996 88057 3
48953 75790 2
34294 41146 1
11750 72875 2
19075 36629 1
49183 68086 2
37995 50179 2
15240 85672 2
6945 55503 3
77634 87068 3
52182 66286 3
6626 53713 1
8722 74169 3
9392 53852 1
28698 53709 2
25473 47358 2
1814 80476 1
43916 66091 2
19153 58438 1
48075 85988 3
50344 67242 3
81717 85314 1
7569 69616 3
33151 70679 1
33782 44353 3
62480 79745 1
81516 82311 2
39040 76186 2
17750 36627 2
1432 75142 2
36822 39730 1
81383 82545 3
978 31625 2
15676 58455 2
14827 47090 1
77331 80735 2
22888 41061 3
75947 79562 2
7057 33527 1
145 26150 1
77748 79079 3
79687 82724 3
46742 69923 2
17098 58300 3
37534 84255 2
18990 20627 3
26782 64565 3
8009 10975 3
87195 87673 1
41038 48035 1
61328 81677 2
83936 84460 2
42164 61716 1
7546 86710 1
59639 87436 3
79146 82323 1
57861 84967 1
49425 64357 1
33575 61235 3
35601 48693 1
72922 75386 2
73395 78301 1
14664 81241 3
79183 86260 2
51259 54540 3
38875 46396 1
25272 86256 2
44862 71147 1
66972 75470 1
49316 76125 1
83338 87396 1
52965 74770 1
33875 61163 3
67105 69596 3
46752 67172 3
44356 87386 1
84107 84985 2
22786 78952 2
48163 72626 2
672 52840 1
9313 53655 3
21152 40915 3
2988 17490 3
42331 65824 2
20010 49843 1
31871 44286 1
10000 80952 2
48503 71275 2
6687 69353 1
32496 67753 1
86844 87243 2
50177 74469 2
43735 47518 1
31809 66849 1
40365 73510 3
42224 79633 2
28701 40156 2
78049 84618 3
5463 84323 3
31941 85360 1
18012 20807 3
59884 65647 1
26034 27363 1
50834 52121 2
11262 87881 1
9692 29118 2
8492 31993 1
1765 28662 1
40832 57373 1
69457 84866 2
87187 87765 3
40155 69983 3
22747 75091 3
39054 67252 1
9667 19729 2
60968 86008 3
52468 75346 2
77091 77415 1
87062 87760 2
51650 52851 1
55640 70753 3
42087 75790 1
78336 79242 1
85013 86471 1
59172 79453 1
46068 70880 1
51414 67140 3
82949 83002 2
18999 20336 3
10823 76150 3
2165 38128 3
6894 22593 3
85006 85898 3
71295 83160 1
24769 30169 1
46308 84972 2
80740 84598 1
9377 49042 3
83682 84513 2
4407 5207 1
65809 68885 2
88038 88069 3
33665 38004 3
68142 80966 2
80408 83068 3
58940 66312 2
62071 67794 1
74454 87384 1
15156 60532 2
3272 23356 3
13409 42171 1
26556 44872 2
13688 37051 3
34062 83536 1
3044 19957 1
78485 79886 3
87660 87893 1
19291 75895 1
27470 68682 2
75475 80498 3
35395 63745 1
17731 54095 3
63076 68861 3
51354 77949 3
964 60091 1
87035 87147 2
57658 67487 3
81189 86599 3
28975 39102 1
33840 39365 3
55391 73363 3
75680 80440 3
47190 87795 1
14015 85753 2
29336 75158 2
24819 64719 3
48072 49023 1
40885 52615 1
34925 74884 3
75476 84662 1
4265 27451 3
50112 79243 3
25094 27141 2
9803 27276 2
85252 86477 3
70981 88060 2
22332 74450 1
70687 82304 2
10361 62080 2
2494 47836 2
44638 68241 3
8019 82522 2
23330 28028 2
25399 81128 1
62083 84577 1
3347 28678 1
10175 40242 2
23783 46967 3
13975 21536 3
87823 87971 2
19076 49165 3
26210 55874 1
67715 71814 3
7001 55075 1
56341 70118 3
79725 87046 3
56302 67049 2
50672 86679 3
79176 85678 1
78717 84845 1
74652 74652 3
56659 75258 3
38524 64550 3
24756 67000 3
36168 77772 3
13897 23418 3
61469 63770 1
22403 65598 1
64074 74868 3
30422 38360 3
32227 77964 3
14946 35049 3
66019 68544 2
37948 53267 1
34731 51496 1
52882 53778 1
14448 73251 3
60547 84782 3
75665 80340 3
43587 76069 3
15142 16152 1
80798 84986 1
18174 88084 1
71359 71948 3
2873 56367 3
55737 67421 2
1020 47746 3
87138 87485 1
16543 81353 2
48040 79531 3
65446 77531 1
60621 65384 1
23009 64564 3
45068 58518 3
84622 86336 1
70915 79002 1
74413 81768 1
71670 87243 2
5862 41677 2
48799 67625 1
36490 66727 2
26484 81568 2
41071 66811 2
27805 83645 1
34809 63883 2
64509 66027 2
48129 76859 3
70990 79994 1
2235 73030 1
54760 64324 2
200 40976 3
14339 81183 2
73528 78850 1
39795 67874 2
42145 69824 3
4318 84153 1
